index,fixed acidity,volatile acidity,citric acid,total sulfur dioxide,pH,sulphates,alcohol,quality
4755,6.6,0.29,0.73,92.0,3.12,0.48,12.4,6
4756,6.0,0.38,0.26,111.0,3.18,0.47,13.6,7
4757,6.0,0.38,0.26,111.0,3.18,0.47,13.6,7
4758,6.5,0.2,0.35,140.0,2.98,0.53,11.8,6
4759,6.6,0.17,0.26,128.0,3.16,0.37,10.0,6
4760,6.6,0.17,0.26,128.0,3.16,0.37,10.0,6
4761,6.2,0.15,0.27,116.0,3.12,0.38,9.1,6
4762,5.9,0.48,0.3,78.0,3.47,0.42,11.9,7
4763,5.3,0.4,0.25,130.0,3.31,0.58,11.75,7
4764,5.9,0.26,0.29,116.0,3.24,0.41,11.4,6
4765,5.2,0.3,0.34,96.0,3.56,0.48,13.0,8
4766,6.4,0.32,0.25,138.0,3.27,0.5,12.4,8
4767,6.6,0.19,0.25,181.0,3.3,0.42,9.4,7
4768,6.8,0.27,0.3,160.0,3.16,0.5,9.6,6
4769,6.8,0.27,0.3,160.0,3.16,0.5,9.6,6
4770,6.8,0.27,0.3,160.0,3.16,0.5,9.6,6
4771,6.8,0.27,0.3,160.0,3.16,0.5,9.6,6
4772,6.4,0.28,0.45,223.0,3.16,0.51,9.1,5
4773,5.2,0.21,0.31,61.0,3.24,0.37,12.0,7
4774,7.1,0.24,0.34,132.0,3.16,0.46,11.2,4
4775,5.0,0.27,0.4,124.0,3.32,0.47,10.1,6
4776,5.8,0.27,0.4,130.0,3.13,0.45,10.3,6
4777,5.9,0.27,0.32,102.0,3.16,0.56,12.3,6
4778,5.8,0.315,0.19,106.0,2.97,0.4,10.55,6
4779,6.0,0.59,0.0,95.0,3.1,0.4,10.9,4
4780,5.8,0.3,0.09,138.0,3.15,0.48,9.7,5
4781,5.6,0.3,0.1,142.0,3.14,0.48,9.8,5
4782,6.7,0.3,0.5,127.0,3.04,0.53,8.9,6
4783,6.7,0.3,0.5,127.0,3.04,0.53,8.9,6
4784,6.4,0.31,0.31,161.0,3.02,0.59,10.2,5
4785,6.9,0.25,0.29,76.0,3.01,0.36,11.7,7
4786,4.4,0.32,0.39,127.0,3.46,0.36,12.8,8
4787,3.9,0.225,0.4,118.0,3.57,0.36,12.8,8
4788,6.4,0.31,0.31,161.0,3.02,0.59,10.2,5
4789,5.5,0.62,0.33,118.0,3.15,0.39,13.55,6
4790,6.2,0.3,0.42,128.0,3.13,0.38,11.6,6
4791,6.7,0.3,0.5,127.0,3.04,0.53,8.9,6
4792,4.7,0.785,0.0,134.0,3.53,0.92,13.8,6
4793,6.0,0.31,0.32,159.0,3.19,0.5,9.4,6
4794,6.0,0.32,0.3,159.0,3.18,0.49,9.4,5
4795,6.4,0.105,0.29,140.0,3.17,0.55,10.7,7
4796,6.4,0.105,0.29,140.0,3.17,0.55,10.7,7
4797,5.7,0.33,0.32,93.0,3.31,0.5,12.3,6
4798,5.9,0.32,0.19,115.0,3.16,0.43,10.3,5
4799,6.2,0.26,0.2,111.0,3.11,0.42,10.4,6
4800,6.0,0.2,0.33,126.0,3.31,0.45,11.6,7
4801,6.4,0.105,0.29,140.0,3.17,0.55,10.7,7
4802,5.8,0.28,0.34,125.0,3.36,0.33,12.8,8
4803,6.4,0.31,0.5,111.0,3.18,0.53,11.9,7
4804,6.0,0.35,0.46,65.0,3.24,0.35,12.1,4
4805,5.1,0.26,0.34,99.0,3.23,0.41,9.2,6
4806,6.6,0.28,0.09,131.0,2.93,0.62,9.5,6
4807,6.0,0.17,0.3,104.0,2.91,0.57,11.0,6
4808,7.3,0.35,0.67,100.0,3.19,0.5,10.9,5
4809,6.0,0.26,0.24,150.0,3.21,0.62,10.4,6
4810,5.4,0.375,0.4,147.0,3.42,0.52,9.1,5
4811,7.0,0.17,0.42,71.0,3.32,0.62,11.4,6
4812,5.1,0.26,0.33,113.0,3.35,0.43,11.4,7
4813,5.8,0.36,0.5,178.0,3.1,0.45,9.7,5
4814,5.7,0.4,0.35,113.0,3.18,0.67,12.4,6
4815,6.2,0.76,0.01,120.0,3.2,0.94,13.7,7
4816,6.1,0.41,0.2,136.0,2.91,0.43,10.6,6
4817,5.8,0.385,0.25,122.0,3.2,0.63,11.2,6
4818,6.0,0.27,0.4,82.0,3.24,0.95,13.13333333,6
4819,5.7,0.4,0.35,113.0,3.18,0.67,12.4,6
4820,5.8,0.36,0.5,178.0,3.1,0.45,9.7,5
4821,7.0,0.24,0.47,131.0,3.19,0.45,11.0,6
4822,6.8,0.23,0.48,165.0,3.18,0.45,11.3,6
4823,6.5,0.28,0.34,130.0,3.2,0.46,12.0,7
4824,6.4,0.23,0.35,140.0,3.23,0.47,9.2,5
4825,6.0,0.34,0.29,134.0,3.48,0.57,10.7,6
4826,6.0,0.34,0.29,134.0,3.48,0.57,10.7,6
4827,6.7,0.22,0.33,86.0,3.1,0.76,11.4,6
4828,6.4,0.23,0.35,140.0,3.23,0.47,9.2,5
4829,6.0,0.32,0.33,90.0,3.1,0.43,12.1,7
4830,5.8,0.29,0.27,140.0,3.23,0.35,11.1,6
4831,5.8,0.38,0.26,140.0,3.27,0.43,9.7,6
4832,5.9,0.32,0.26,141.0,3.24,0.36,10.7,5
4833,5.6,0.33,0.28,97.0,3.49,0.58,10.9,6
4834,5.9,0.37,0.3,95.0,3.36,0.56,12.0,7
4835,5.6,0.295,0.26,102.0,3.47,0.56,10.6,6
4836,6.7,0.5,0.36,92.0,3.11,0.49,9.6,5
4837,6.5,0.28,0.38,216.0,3.03,0.42,13.1,6
4838,5.3,0.275,0.24,114.0,3.38,0.51,11.0,6
4839,5.2,0.405,0.15,44.0,3.52,0.4,11.6,4
4840,6.8,0.34,0.36,128.0,3.28,0.35,11.95,7
4841,5.7,0.22,0.25,175.0,3.44,0.62,11.1,6
4842,6.2,0.28,0.57,92.0,3.17,0.36,11.5,6
4843,5.6,0.34,0.25,182.0,3.21,0.4,11.3,5
4844,4.8,0.29,0.23,180.0,3.28,0.34,11.9,6
4845,6.6,0.38,0.29,93.0,3.18,0.6,9.5,5
4846,5.1,0.3,0.3,150.0,3.29,0.46,12.2,6
4847,4.4,0.54,0.09,97.0,3.41,0.4,12.2,7
4848,7.0,0.36,0.35,161.0,3.05,0.56,11.1,6
4849,6.4,0.33,0.44,164.0,3.1,0.48,9.6,5
4850,7.0,0.36,0.35,161.0,3.05,0.56,11.1,6
4851,6.4,0.33,0.44,164.0,3.1,0.48,9.6,5
4852,6.2,0.23,0.38,113.0,3.3,0.73,11.4,5
4853,5.2,0.25,0.23,77.0,3.32,0.62,11.4,5
4854,6.2,0.35,0.29,79.0,3.1,0.59,12.06666667,6
4855,7.1,0.23,0.39,172.0,2.9,0.46,9.0,6
4856,7.1,0.23,0.39,172.0,2.9,0.46,9.0,6
4857,7.5,0.38,0.33,116.0,3.08,0.42,11.4,6
4858,6.4,0.35,0.51,177.0,3.12,0.45,9.6,5
4859,6.0,0.43,0.34,118.0,3.03,0.37,11.0,6
4860,6.0,0.52,0.33,119.0,3.04,0.38,11.0,6
4861,5.5,0.31,0.29,102.0,3.23,0.56,11.2,6
4862,5.9,0.22,0.3,86.0,3.31,0.47,11.55,6
4863,6.2,0.36,0.32,92.0,3.2,0.5,13.3,7
4864,6.0,0.41,0.23,148.0,3.3,0.47,9.633333333,5
4865,6.2,0.355,0.35,95.0,3.06,0.46,13.6,6
4866,5.7,0.41,0.21,112.0,3.29,0.55,11.2,6
4867,5.3,0.6,0.34,60.0,3.27,0.38,13.0,6
4868,5.8,0.23,0.31,124.0,3.31,0.64,10.8,6
4869,6.6,0.24,0.33,81.0,3.19,0.51,9.8,6
4870,6.1,0.32,0.28,132.0,3.15,0.36,11.45,7
4871,5.0,0.2,0.4,98.0,3.37,0.55,12.05,6
4872,6.0,0.42,0.41,179.0,3.14,0.6,9.7,5
4873,5.7,0.21,0.32,122.0,3.33,0.52,11.9,6
4874,5.6,0.2,0.36,125.0,3.49,0.49,10.0,6
4875,7.4,0.22,0.26,97.0,3.12,0.41,9.7,6
4876,6.2,0.38,0.42,117.0,3.36,0.59,11.6,7
4877,5.9,0.54,0.0,82.0,3.25,0.36,8.8,5
4878,6.2,0.53,0.02,81.0,3.24,0.35,9.5,4
4879,6.6,0.34,0.4,170.0,3.15,0.5,9.533333333,6
4880,6.6,0.34,0.4,170.0,3.15,0.5,9.533333333,6
4881,5.0,0.235,0.27,118.0,3.07,0.5,9.4,6
4882,5.5,0.32,0.13,156.0,3.26,0.38,10.7,5
4883,4.9,0.47,0.17,148.0,3.27,0.35,11.5,6
4884,6.5,0.33,0.38,174.0,3.14,0.5,9.6,5
4885,6.6,0.34,0.4,170.0,3.15,0.5,9.55,6
4886,6.2,0.21,0.28,121.0,3.21,1.08,12.15,7
4887,6.2,0.41,0.22,56.0,3.04,0.79,13.0,7
4888,6.8,0.22,0.36,127.0,3.04,0.54,9.2,5
4889,4.9,0.235,0.27,118.0,3.07,0.5,9.4,6
4890,6.1,0.34,0.29,100.0,3.06,0.44,11.8,6
4891,5.7,0.21,0.32,121.0,3.24,0.46,10.6,6
4892,6.5,0.23,0.38,112.0,,0.54,9.7,5
4893,6.2,0.21,0.29,92.0,3.27,0.5,11.2,6
4894,6.6,0.32,0.36,168.0,3.15,0.46,9.6,5
4895,6.5,,0.19,111.0,2.99,0.46,9.4,6
4896,5.5,0.29,0.3,110.0,3.34,0.38,12.8,7
4897,6.0,0.21,0.38,98.0,3.26,0.32,11.8,6
4898,7.4,0.7,0.0,34.0,3.51,0.56,9.4,5
4899,7.8,0.88,0.0,67.0,3.2,0.68,9.8,5
4900,7.8,0.76,0.04,54.0,3.26,0.65,9.8,5
4901,11.2,0.28,0.56,60.0,3.16,0.58,9.8,6
4902,7.4,0.7,0.0,34.0,3.51,0.56,9.4,5
4903,7.4,0.66,0.0,40.0,3.51,0.56,9.4,5
4904,7.9,0.6,0.06,59.0,3.3,0.46,9.4,5
4905,7.3,0.65,0.0,21.0,3.39,0.47,10.0,7
4906,7.8,0.58,0.02,18.0,3.36,0.57,9.5,7
4907,7.5,0.5,0.36,102.0,3.35,0.8,10.5,5
4908,6.7,0.58,0.08,65.0,3.28,0.54,9.2,5
4909,7.5,0.5,0.36,102.0,3.35,0.8,10.5,5
4910,5.6,0.615,0.0,59.0,3.58,0.52,9.9,5
4911,7.8,0.61,0.29,29.0,3.26,1.56,9.1,5
4912,8.9,0.62,0.18,145.0,3.16,0.88,9.2,5
4913,8.9,0.62,0.19,148.0,3.17,0.93,9.2,5
4914,8.5,0.28,0.56,103.0,3.3,0.75,10.5,7
4915,8.1,0.56,0.28,56.0,3.11,1.28,9.3,5
4916,7.4,0.59,0.08,29.0,3.38,0.5,9.0,4
4917,7.9,0.32,0.51,56.0,3.04,1.08,9.2,6
4918,8.9,0.22,0.48,60.0,3.39,0.53,9.4,6
4919,7.6,0.39,0.31,71.0,3.52,0.65,9.7,5
4920,7.9,0.43,0.21,37.0,3.17,0.91,9.5,5
4921,8.5,0.49,0.11,67.0,3.17,0.53,9.4,5
4922,6.9,0.4,0.14,40.0,3.43,0.63,9.7,6
4923,6.3,0.39,0.16,23.0,3.34,0.56,9.3,5
4924,7.6,0.41,0.24,11.0,3.28,0.59,9.5,5
4925,7.9,0.43,0.21,37.0,3.17,0.91,9.5,5
4926,7.1,0.71,0.0,35.0,3.47,0.55,9.4,5
4927,7.8,0.645,0.0,16.0,3.38,0.59,9.8,6
4928,6.7,0.675,0.07,82.0,3.35,0.54,10.1,5
4929,6.9,0.685,0.0,37.0,3.46,0.57,10.6,6
4930,8.3,0.655,0.12,113.0,3.17,0.66,9.8,5
4931,6.9,0.605,0.12,83.0,3.45,0.52,9.4,6
4932,5.2,0.32,0.25,50.0,3.38,0.55,9.2,5
4933,7.8,0.645,0.0,18.0,3.4,0.55,9.6,6
4934,7.8,0.6,0.14,15.0,3.42,0.6,10.8,6
4935,8.1,0.38,0.28,30.0,3.23,0.73,9.7,7
4936,5.7,1.13,0.09,19.0,3.5,0.48,9.8,4
4937,7.3,0.45,0.36,87.0,3.33,0.83,10.5,5
4938,7.3,0.45,0.36,87.0,3.33,0.83,10.5,5
4939,8.8,0.61,0.3,46.0,3.26,0.51,9.3,4
4940,7.5,0.49,0.2,14.0,3.21,0.9,10.5,6
4941,8.1,0.66,0.22,23.0,3.3,1.2,10.3,5
4942,6.8,0.67,0.02,11.0,3.48,0.52,9.5,5
4943,4.6,0.52,0.15,65.0,3.9,0.56,13.1,4
4944,7.7,0.935,0.43,114.0,3.25,0.73,9.2,5
4945,8.7,0.29,0.52,37.0,3.25,0.58,9.5,5
4946,6.4,0.4,0.23,12.0,3.34,0.56,9.2,5
4947,5.6,0.31,0.37,96.0,3.32,0.58,9.2,5
4948,8.8,0.66,0.26,23.0,3.15,0.74,9.2,5
4949,6.6,0.52,0.04,15.0,3.4,0.63,9.4,6
4950,6.6,0.5,0.04,14.0,3.39,0.64,9.4,6
4951,8.6,0.38,0.36,119.0,3.2,0.56,9.4,5
4952,7.6,0.51,0.15,73.0,3.17,0.63,10.2,6
4953,7.7,0.62,0.04,45.0,3.34,0.53,9.5,5
4954,10.2,0.42,0.57,10.0,3.04,0.63,9.6,5
4955,7.5,0.63,0.12,110.0,3.26,0.77,9.4,5
4956,7.8,0.59,0.18,54.0,3.43,0.59,10.0,5
4957,7.3,0.39,0.31,46.0,3.41,0.54,9.4,6
4958,8.8,0.4,0.4,52.0,3.44,0.64,9.2,5
4959,7.7,0.69,0.49,112.0,3.21,0.71,9.3,5
4960,7.5,0.52,0.16,35.0,3.38,0.62,9.5,7
4961,7.0,0.735,0.05,54.0,3.39,0.57,9.8,5
4962,7.2,0.725,0.05,11.0,3.41,0.39,10.9,5
4963,7.2,0.725,0.05,11.0,3.41,0.39,10.9,5
4964,7.5,0.52,0.11,39.0,3.42,0.58,9.6,5
4965,6.6,0.705,0.07,15.0,3.44,0.58,10.7,5
4966,9.3,0.32,0.57,65.0,3.28,0.79,10.7,5
4967,8.0,0.705,0.05,19.0,3.34,0.95,10.5,6
4968,7.7,0.63,0.08,27.0,3.32,0.54,9.5,6
4969,7.7,0.67,0.23,96.0,3.32,0.48,9.5,5
4970,7.7,0.69,0.22,94.0,3.31,0.48,9.5,5
4971,8.3,0.675,0.26,43.0,3.31,0.53,9.2,4
4972,9.7,0.32,0.54,83.0,3.28,0.82,9.6,5
4973,8.8,0.41,0.64,42.0,3.54,0.66,10.5,5
4974,8.8,0.41,0.64,42.0,3.54,0.66,10.5,5
4975,6.8,0.785,0.0,30.0,3.52,0.55,10.7,6
4976,6.7,0.75,0.12,80.0,3.38,0.52,10.1,5
4977,8.3,0.625,0.2,119.0,3.16,1.12,9.1,4
4978,6.2,0.45,0.2,15.0,3.41,0.56,9.2,5
4979,7.8,0.43,0.7,67.0,3.13,1.28,9.4,5
4980,7.4,0.5,0.47,73.0,3.36,0.57,9.1,5
4981,7.3,0.67,0.26,51.0,3.16,1.14,9.4,5
4982,6.3,0.3,0.48,61.0,3.44,0.78,10.3,6
4983,6.9,0.55,0.15,40.0,3.41,0.59,10.1,5
4984,8.6,0.49,0.28,136.0,2.93,1.95,9.9,6
4985,7.7,0.49,0.26,31.0,3.39,0.64,9.6,5
4986,9.3,0.39,0.44,125.0,3.14,1.22,9.5,5
4987,7.0,0.62,0.08,24.0,3.48,0.53,9.0,5
4988,7.9,0.52,0.26,140.0,3.23,0.54,9.5,5
4989,8.6,0.49,0.28,136.0,2.93,1.95,9.9,6
4990,8.6,0.49,0.29,133.0,2.93,1.98,9.8,5
4991,7.7,0.49,0.26,31.0,3.39,0.64,9.6,5
4992,5.0,1.02,0.04,85.0,3.75,0.48,10.5,4
4993,4.7,0.6,0.17,106.0,3.85,0.6,12.9,6
4994,6.8,0.775,0.0,23.0,3.45,0.56,10.7,5
4995,7.0,0.5,0.25,22.0,3.25,0.63,9.2,5
4996,7.6,0.9,0.06,10.0,3.39,0.56,9.8,5
4997,8.1,0.545,0.18,35.0,3.3,0.59,9.0,6
4998,8.3,0.61,0.3,50.0,3.4,0.61,10.2,6
4999,7.8,0.5,0.3,22.0,3.31,0.56,10.4,6
5000,8.1,0.545,0.18,35.0,3.3,0.59,9.0,6
5001,8.1,0.575,0.22,65.0,3.29,0.51,9.2,5
5002,7.2,0.49,0.24,36.0,3.33,0.48,9.4,5
5003,8.1,0.575,0.22,65.0,3.29,0.51,9.2,5
5004,7.8,0.41,0.68,69.0,3.08,1.31,9.3,5
5005,6.2,0.63,0.31,64.0,3.46,0.79,9.3,5
5006,8.0,0.33,0.53,80.0,3.37,0.8,9.6,6
5007,8.1,0.785,0.52,153.0,3.21,0.69,9.3,5
5008,7.8,0.56,0.19,47.0,3.19,0.93,9.5,5
5009,8.4,0.62,0.09,108.0,3.15,0.66,9.8,5
5010,8.4,0.6,0.1,111.0,3.15,0.66,9.8,5
5011,10.1,0.31,0.44,46.0,3.32,0.67,9.7,6
5012,7.8,0.56,0.19,47.0,3.19,0.93,9.5,5
5013,9.4,0.4,0.31,62.0,3.07,0.63,10.5,6
5014,8.3,0.54,0.28,40.0,3.39,0.61,10.0,6
5015,7.8,0.56,0.12,28.0,3.37,0.5,9.4,6
5016,8.8,0.55,0.04,56.0,3.21,0.6,10.9,6
5017,7.0,0.69,0.08,89.0,3.34,0.54,9.2,6
5018,7.3,1.07,0.09,89.0,3.3,0.57,9.0,5
5019,8.8,0.55,0.04,56.0,3.21,0.6,10.9,6
5020,7.3,0.695,0.0,13.0,3.49,0.52,9.2,5
5021,8.0,0.71,0.0,34.0,3.44,0.53,9.5,5
5022,7.8,0.5,0.17,102.0,3.39,0.48,9.5,5
5023,9.0,0.62,0.04,90.0,3.16,0.7,9.4,5
5024,8.2,1.33,0.0,12.0,3.53,0.49,10.9,5
5025,8.1,1.33,0.0,12.0,3.54,0.48,10.9,5
5026,8.0,0.59,0.16,16.0,3.42,0.92,10.5,7
5027,6.1,0.38,0.15,19.0,3.42,0.57,9.4,5
5028,8.0,0.745,0.56,134.0,3.24,0.66,9.4,5
5029,5.6,0.5,0.09,99.0,3.63,0.63,13.0,5
5030,5.6,0.5,0.09,99.0,3.63,0.63,13.0,5
5031,6.6,0.5,0.01,26.0,3.4,0.58,9.8,6
5032,7.9,1.04,0.05,29.0,3.22,0.55,9.9,6
5033,8.4,0.745,0.11,63.0,3.19,0.82,9.6,5
5034,8.3,0.715,0.15,52.0,3.23,0.77,9.5,5
5035,7.2,0.415,0.36,45.0,3.48,0.64,9.2,5
5036,7.8,0.56,0.19,105.0,3.33,0.54,9.5,5
5037,7.8,0.56,0.19,108.0,3.32,0.54,9.5,5
5038,8.4,0.745,0.11,63.0,3.19,0.82,9.6,5
5039,8.3,0.715,0.15,52.0,3.23,0.77,9.5,5
5040,5.2,0.34,0.0,63.0,3.68,0.79,14.0,6
5041,6.3,0.39,0.08,20.0,3.34,0.58,9.4,5
5042,5.2,0.34,0.0,63.0,3.68,0.79,14.0,6
5043,8.1,0.67,0.55,141.0,3.17,0.62,9.4,5
5044,5.8,0.68,0.02,94.0,3.54,0.52,10.0,5
5045,7.6,0.49,0.26,88.0,3.11,0.8,9.3,5
5046,6.9,0.49,0.1,30.0,3.42,0.58,10.2,6
5047,8.2,0.4,0.44,43.0,3.53,0.61,10.5,6
5048,7.3,0.33,0.47,11.0,3.33,0.53,10.3,6
5049,9.2,0.52,1.0,69.0,2.74,2.0,9.4,4
5050,7.5,0.6,0.03,99.0,3.35,0.54,10.1,5
5051,7.5,0.6,0.03,99.0,3.35,0.54,10.1,5
5052,7.1,0.43,0.42,129.0,3.42,0.72,10.5,5
5053,7.1,0.43,0.42,128.0,3.42,0.71,10.5,5
5054,7.1,0.43,0.42,129.0,3.42,0.72,10.5,5
5055,7.1,0.43,0.42,128.0,3.42,0.71,10.5,5
5056,7.1,0.68,0.0,22.0,3.48,0.5,9.3,5
5057,6.8,0.6,0.18,86.0,3.59,0.57,9.3,6
5058,7.6,0.95,0.03,20.0,3.2,0.56,9.6,5
5059,7.6,0.68,0.02,20.0,3.17,1.08,9.2,4
5060,7.8,0.53,0.04,31.0,3.33,0.56,10.0,6
5061,7.4,0.6,0.26,121.0,3.37,0.49,9.4,5
5062,7.3,0.59,0.26,121.0,3.37,0.49,9.4,5
5063,7.8,0.63,0.48,96.0,3.19,0.62,9.5,5
5064,6.8,0.64,0.1,101.0,3.34,0.52,10.2,5
5065,7.3,0.55,0.03,42.0,3.37,0.48,9.0,4
5066,6.8,0.63,0.07,44.0,3.47,0.55,10.4,6
5067,7.5,0.705,0.24,63.0,3.0,1.59,9.5,5
5068,7.9,0.885,0.03,8.0,3.36,0.33,9.1,4
5069,8.0,0.42,0.17,18.0,3.29,0.61,9.2,6
5070,8.0,0.42,0.17,18.0,3.29,0.61,9.2,6
5071,7.4,0.62,0.05,42.0,3.42,0.57,11.5,6
5072,7.3,0.38,0.21,35.0,3.33,0.47,9.5,5
5073,6.9,0.5,0.04,49.0,3.35,0.78,9.5,5
5074,7.3,0.38,0.21,35.0,3.33,0.47,9.5,5
5075,7.5,0.52,0.42,38.0,3.58,0.61,10.5,6
5076,7.0,0.805,0.0,20.0,3.48,0.56,9.6,5
5077,8.8,0.61,0.14,42.0,3.19,0.59,9.5,5
5078,8.8,0.61,0.14,42.0,3.19,0.59,9.5,5
5079,8.9,0.61,0.49,110.0,3.12,1.02,9.3,5
5080,7.2,0.73,0.02,42.0,3.44,0.52,9.3,5
5081,6.8,0.61,0.2,65.0,3.54,0.58,9.3,5
5082,6.7,0.62,0.21,62.0,3.52,0.58,9.3,6
5083,8.9,0.31,0.57,85.0,3.26,0.53,9.7,5
5084,7.4,0.39,0.48,67.0,3.34,0.55,9.2,5
5085,7.7,0.705,0.1,26.0,3.39,0.49,9.7,5
5086,7.9,0.5,0.33,143.0,3.2,0.55,9.5,5
5087,7.9,0.49,0.32,144.0,3.2,0.55,9.5,5
5088,8.2,0.5,0.35,127.0,3.23,0.62,9.4,5
5089,6.4,0.37,0.25,49.0,3.57,0.62,9.8,6
5090,6.8,0.63,0.12,126.0,3.28,0.61,9.5,5
5091,7.6,0.55,0.21,28.0,3.28,0.55,9.7,5
5092,7.6,0.55,0.21,28.0,3.28,0.55,9.7,5
5093,7.8,0.59,0.33,120.0,3.25,0.54,9.4,5
5094,7.3,0.58,0.3,55.0,3.46,0.59,10.2,5
5095,11.5,0.3,0.6,27.0,3.11,0.97,10.1,6
5096,5.4,0.835,0.08,93.0,3.57,0.85,13.0,7
5097,6.9,1.09,0.06,31.0,3.51,0.43,11.4,4
5098,9.6,0.32,0.47,24.0,3.22,0.82,10.3,7
5099,8.8,0.37,0.48,145.0,3.04,1.03,9.3,5
5100,6.8,0.5,0.11,49.0,3.36,0.79,9.5,5
5101,7.0,0.42,0.35,39.0,3.34,0.55,9.2,5
5102,7.0,0.43,0.36,37.0,3.34,0.56,9.2,6
5103,12.8,0.3,0.74,28.0,3.2,0.77,10.8,7
5104,12.8,0.3,0.74,28.0,3.2,0.77,10.8,7
5105,7.8,0.57,0.31,120.0,3.29,0.53,9.3,5
5106,7.8,0.44,0.28,95.0,3.22,0.67,9.4,5
5107,11.0,0.3,0.58,19.0,3.31,0.88,10.5,7
5108,9.7,0.53,0.6,19.0,3.3,0.86,12.4,6
5109,8.0,0.725,0.24,62.0,3.35,0.56,10.0,6
5110,11.6,0.44,0.64,15.0,3.21,0.67,10.2,6
5111,8.2,0.57,0.26,65.0,3.3,0.43,10.1,5
5112,7.8,0.735,0.08,41.0,3.24,0.71,9.8,6
5113,7.0,0.49,0.49,121.0,3.34,0.76,10.5,5
5114,8.7,0.625,0.16,49.0,3.14,0.57,11.0,5
5115,8.1,0.725,0.22,41.0,3.36,0.55,9.1,5
5116,7.5,0.49,0.19,44.0,3.39,0.54,9.7,5
5117,7.8,0.53,0.33,144.0,3.3,0.6,9.5,5
5118,7.8,0.34,0.37,58.0,3.34,0.59,9.4,6
5119,7.4,0.53,0.26,72.0,3.15,0.57,9.4,5
5120,6.8,0.61,0.04,10.0,3.42,0.6,9.5,5
5121,8.6,0.645,0.25,28.0,3.28,0.6,10.0,6
5122,8.4,0.635,0.36,55.0,3.31,0.57,10.4,4
5123,7.7,0.43,0.25,63.0,3.37,0.58,10.5,6
5124,8.9,0.59,0.5,81.0,3.04,1.61,9.5,6
5125,9.0,0.82,0.14,23.0,3.39,0.63,9.8,5
5126,7.7,0.43,0.25,63.0,3.37,0.58,10.5,6
5127,6.9,0.52,0.25,37.0,3.46,0.5,11.0,5
5128,5.2,0.48,0.04,106.0,3.54,0.62,12.2,7
5129,8.0,0.38,0.06,49.0,3.37,0.52,9.9,6
5130,8.5,0.37,0.2,58.0,3.34,0.7,9.6,6
5131,6.9,0.52,0.25,37.0,3.46,0.5,11.0,5
5132,8.2,1.0,0.09,37.0,3.32,0.55,9.0,6
5133,7.2,0.63,0.0,38.0,3.37,0.58,9.0,6
5134,7.2,0.63,0.0,38.0,3.37,0.58,9.0,6
5135,7.2,0.645,0.0,39.0,3.37,0.58,9.2,6
5136,7.2,0.63,0.0,38.0,3.37,0.58,9.0,6
5137,8.2,1.0,0.09,37.0,3.32,0.55,9.0,6
5138,8.9,0.635,0.37,62.0,3.0,1.09,9.3,5
5139,12.0,0.38,0.56,24.0,3.14,0.71,10.9,6
5140,7.7,0.58,0.1,109.0,3.08,0.49,9.8,6
5141,15.0,0.21,0.44,24.0,3.07,0.84,9.2,7
5142,15.0,0.21,0.44,24.0,3.07,0.84,9.2,7
5143,7.3,0.66,0.0,23.0,3.61,0.96,9.9,6
5144,7.1,0.68,0.07,51.0,3.38,0.52,9.5,5
5145,8.2,0.6,0.17,73.0,3.2,0.45,9.3,5
5146,7.7,0.53,0.06,39.0,3.35,0.48,9.8,6
5147,7.3,0.66,0.0,23.0,3.61,0.96,9.9,6
5148,10.8,0.32,0.44,37.0,3.22,0.78,10.0,6
5149,7.1,0.6,0.0,34.0,3.47,0.7,9.9,6
5150,11.1,0.35,0.48,21.0,3.17,0.53,10.5,5
5151,7.7,0.775,0.42,86.0,3.23,0.59,9.5,5
5152,7.1,0.6,0.0,34.0,3.47,0.7,9.9,6
5153,8.0,0.57,0.23,119.0,3.26,0.57,9.3,5
5154,9.4,0.34,0.37,13.0,3.22,0.62,9.2,5
5155,6.6,0.695,0.0,56.0,3.49,0.67,9.2,5
5156,7.7,0.41,0.76,45.0,3.06,1.26,9.4,5
5157,10.0,0.31,0.47,33.0,3.36,0.8,10.5,7
5158,7.9,0.33,0.23,45.0,3.29,0.65,9.3,5
5159,7.0,0.975,0.04,67.0,3.35,0.6,9.4,4
5160,8.0,0.52,0.03,35.0,3.34,0.57,10.0,5
5161,7.9,0.37,0.23,49.0,3.28,0.67,9.3,5
5162,12.5,0.56,0.49,27.0,3.08,0.87,10.9,5
5163,11.8,0.26,0.52,10.0,3.2,0.72,10.2,7
5164,8.1,0.87,0.0,61.0,3.6,0.72,9.8,4
5165,7.9,0.35,0.46,37.0,3.35,0.86,12.8,8
5166,6.9,0.54,0.04,27.0,3.69,0.91,9.4,6
5167,11.5,0.18,0.51,23.0,3.28,0.97,10.1,6
5168,7.9,0.545,0.06,61.0,3.36,0.67,10.7,6
5169,11.5,0.18,0.51,23.0,3.28,0.97,10.1,6
5170,10.9,0.37,0.58,65.0,3.22,0.78,10.1,5
5171,8.4,0.715,0.2,38.0,3.31,0.64,9.4,5
5172,7.5,0.65,0.18,94.0,3.38,0.77,9.4,5
5173,7.9,0.545,0.06,61.0,3.36,0.67,10.7,6
5174,6.9,0.54,0.04,27.0,3.69,0.91,9.4,6
5175,11.5,0.18,0.51,23.0,3.28,0.97,10.1,6
5176,10.3,0.32,0.45,13.0,3.23,0.82,12.6,8
